Observation,Energy
51558,93.53266903
51559,94.97977196
51560,96.95097881
51561,90.69941715
51562,95.51679076
51563,98.43272568
51564,92.41511534
51565,94.81583251
51566,98.45335552
51567,98.83476248
51568,95.62971096
51569,89.86415229
51570,105.7336146
51571,93.81189618
51572,88.86233532
51573,102.7890539
51574,96.94082359
51575,95.72182505
51576,95.85832677
51577,96.46579313
51578,103.959606
51579,100.5581451
51580,99.58678102
51581,88.15695189
51582,90.77690266
51583,100.1820332
51584,105.1551094
51585,96.26418247
51586,88.99845293
51587,95.48310334
51588,88.27998292
51589,95.09435128
51590,90.2452591
51591,96.15425671
51592,94.08136115
51593,97.48513275
51594,89.51613061
51595,88.17710488
51596,90.90169601
51597,93.75639385
51598,89.64384135
51599,101.2783583
51600,90.07244447
51601,95.01994326
51602,97.95703861
51603,96.27876079
51604,98.36732141
51605,101.4145435
51606,99.24622204
51607,100.0405203
51608,89.19969064
51609,87.83238504
51610,102.6071142
51611,90.81224881
51612,96.82369261
51613,100.0875645
51614,94.60269096
51615,95.99145263
51616,94.41193161
51617,107.4056514
51618,108.3067723
51619,91.32426558
51620,101.548501
51621,87.50621329
51622,100.9160241
51623,91.85314665
51624,95.95785908
51625,109.9612912
51626,95.31015512
51627,115.2922582
51628,96.34990643
51629,94.49254184
51630,93.55716845
51631,91.16506395
51632,95.65548184
51633,87.8874148
51634,99.89260011
51635,110.0957898
51636,94.76949116
51637,93.29087087
51638,97.54154325
51639,94.80484064
51640,104.0041542
51641,90.99019333
51642,89.5314834
51643,95.60536878
51644,94.19755374
51645,88.27858058
51646,94.11825643
51647,92.67136658
51648,94.0465678
51649,103.9252976
51650,89.35653733
51651,97.23871182
51652,87.8051222
51653,97.70827142
51654,96.59810937
51655,105.1256762
51656,109.9526273
51657,90.23839952
51658,106.0020149
51659,90.65417213
51660,108.1616905
51661,95.34612192
51662,101.2435692
51663,99.28582587
51664,94.188394
51665,97.11437229
51666,92.74880215
51667,97.11393168
51668,88.7961206
51669,99.38079663
51670,89.34437916
51671,97.74259769
51672,94.06958224
51673,92.17973855
51674,93.88598555
51675,95.25202421
51676,91.87734303
51677,101.2532299
51678,90.52035299
51679,105.2551342
51680,96.47675437
51681,88.11641628
51682,97.00301378
51683,103.8616211
51684,95.16206858
51685,93.51537742
51686,93.59113989
51687,96.39404288
51688,101.8524694
51689,101.4011504
51690,98.68324359
51691,97.98942348
51692,94.26383235
51693,88.38980314
51694,90.95375776
51695,108.5405414
51696,90.3626358
51697,94.14738073
51698,90.17442622
51699,94.07119621
51700,100.2587935
51701,107.5887379
51702,104.9291377
51703,93.92064948
51704,94.24064272
51705,97.49736862
51706,102.4377257
51707,101.832126
51708,88.66686885
51709,95.68732296
51710,90.87617766
51711,98.39757746
51712,102.0245311
51713,104.9329779
51714,86.4188087
51715,110.6988702
51716,95.4924135
51717,111.8039836
51718,89.59036082
51719,96.76201972
51720,97.06090157
51721,97.75259707
51722,97.02937401
51723,93.24877095
51724,95.04100213
51725,92.07700611
51726,96.75535145
51727,90.31501455
51728,99.40310039
51729,88.54129184
51730,98.13173986
51731,98.2978521
51732,86.02573251
51733,93.62803352
51734,104.6830522
51735,92.66682902
51736,99.65801039
51737,100.6829314
51738,106.3862084
51739,102.6846891
51740,88.54922798
51741,90.95844665
51742,104.4834799
51743,102.0094922
51744,97.1433923
51745,94.08653322
51746,97.4718169
51747,93.01940617
51748,96.54005562
51749,103.2002748
51750,88.09906508
51751,112.1729408
51752,96.80101506
51753,98.45195811
51754,100.1935716
51755,103.1552892
51756,90.07562932
51757,106.285399
51758,101.5723567
51759,107.524485
51760,102.1866884
51761,91.71314003
51762,105.965008
51763,110.1637693
51764,94.11407864
51765,97.10616566
51766,93.24006885
51767,95.99811933
51768,88.51228741
51769,99.17557798
51770,92.04384921
51771,95.76808258
51772,98.13174792
51773,97.90183178
51774,90.0166031
51775,95.78858555
51776,91.54439392
51777,89.87782205
51778,106.7028686
51779,101.2168335
51780,95.32789451
51781,94.01399305
51782,98.36131377
51783,104.8574223
51784,96.58103337
51785,94.69919077
51786,88.92648647
51787,90.94845477
51788,93.08927558
51789,100.4893156
51790,86.63102321
51791,87.86340219
51792,87.9858742
51793,97.05502436
51794,90.47844475
51795,85.52630818
51796,97.41864295
51797,106.280065
51798,87.9609769
51799,98.10749108
51800,100.3874087
51801,93.07128825
51802,95.78418547
51803,90.26598075
51804,101.0088788
51805,96.32645555
51806,101.5657101
51807,94.15925026
51808,99.8386593
51809,100.0374037
51810,93.35597569
51811,100.0528298
51812,97.61155369
51813,100.4376856
51814,104.5356381
51815,100.7677724
51816,93.34622355
51817,98.63752537
51818,95.73365785
51819,99.37765925
51820,97.41939254
51821,88.5505572
51822,96.68247589
51823,93.12285371
51824,87.687855
51825,100.0636145
51826,98.80777528
51827,97.97150227
51828,85.80930553
51829,97.8957215
51830,98.6257566
51831,94.29976726
51832,104.4939098
51833,90.33508948
51834,99.78898874
51835,104.334642
51836,94.10435181
51837,95.77939937
51838,104.9620837
51839,95.21919364
51840,102.1901636
51841,99.43105985
51842,99.37238029
51843,94.34779789
51844,91.86003231
51845,97.31467603
51846,96.7701185
51847,92.64909069
51848,92.42967063
51849,99.5878342
51850,96.18559173
51851,93.99462614
51852,96.05330906
51853,98.37373636
51854,99.17798578
51855,91.51767039
51856,101.9133282
51857,103.711682
51858,92.37965173
51859,107.6002584
51860,89.67377769
51861,104.8277985
51862,98.75315782
51863,101.7897657
51864,99.42079866
51865,98.9667308
51866,90.11885361
51867,94.91469843
51868,90.87318591
51869,95.75298711
51870,96.33357995
51871,94.82603045
51872,97.52178614
51873,101.0708983
51874,93.96251675
51875,93.56923572
51876,100.3800496
51877,86.93391108
51878,91.95345534
51879,103.9407461
51880,104.1852099
51881,93.04695869
51882,92.67247986
51883,91.58788845
51884,113.2435717
51885,94.37314773
51886,91.19358382
51887,96.80382406
51888,95.84847116
51889,101.2991632
51890,102.5427743
51891,96.57117152
51892,96.65065665
51893,89.47784749
51894,107.3375103
51895,93.41485835
51896,96.58461043
51897,100.2164404
51898,98.56793974
51899,99.15611873
51900,94.51773182
51901,100.8522027
51902,93.48704521
51903,91.33677603
51904,94.64358163
51905,93.48080897
51906,92.50242279
51907,110.5025638
51908,100.39352
51909,109.3579081
51910,93.03878993
51911,98.44665986
51912,96.45058285
51913,98.97390755
51914,89.72362287
51915,87.40709864
51916,94.04662103
51917,100.4318978
51918,101.4077389
51919,102.9600418
51920,88.38901082
51921,93.51575245
51922,98.84375536
51923,85.3178125
51924,96.23087673
51925,93.54217083
51926,100.4715209
51927,95.91441925
51928,99.16529836
51929,99.31861564
51930,97.13924615
51931,100.7932951
51932,108.8369763
51933,90.65719917
51934,96.49495994
51935,92.99075216
51936,101.2377578
51937,97.9743568
51938,98.75989377
51939,89.73602758
51940,103.1483916
51941,107.2230697
51942,94.14114801
51943,91.46361244
51944,95.07787351
51945,110.896445
51946,94.21845429
51947,94.66352155
51948,101.604132
51949,88.02943892
51950,102.7349919
51951,99.48431319
51952,94.86986099
51953,94.40738312
51954,96.29683801
51955,97.4582259
51956,97.39459295
51957,89.90955308
51958,99.94608257
51959,100.7952388
51960,99.88269623
51961,94.31049528
51962,94.6309247
51963,98.98396373
51964,95.86343003
51965,86.66315797
51966,98.70728412
51967,97.3701248
51968,91.14110121
51969,94.03966633
51970,98.60455944
51971,91.78961783
51972,92.69104159
51973,91.01515939
51974,95.91817165
51975,98.41690832
51976,108.5904694
51977,98.06811045
51978,102.6560726
51979,94.9729259
51980,95.97935141
51981,90.94213343
51982,94.16054702
51983,97.28436041
51984,98.72739151
51985,90.01940133
51986,102.1787397
51987,101.3384483
51988,92.34972929
51989,105.445683
51990,96.91201515
51991,92.98056721
51992,89.74522735
51993,91.49492279
51994,95.21479259
51995,93.60580297
51996,93.4153909
51997,91.7929095
51998,89.37357143
51999,93.98952582
52000,99.44352274
52001,85.32416414
52002,102.8233342
52003,90.02268886
52004,99.13102244
52005,99.96370855
52006,97.51339836
52007,94.81705117
52008,95.72784774
52009,97.92211353
52010,101.9431835
52011,92.59351385
52012,92.22180491
52013,91.66504565
52014,93.59010926
52015,89.64886718
52016,100.1733213
52017,106.7875728
52018,95.11289483
52019,93.81438517
52020,103.8981453
52021,97.75713878
52022,95.67122316
52023,100.2512309
52024,103.0560563
52025,101.1221799
52026,101.7579711
52027,99.2367612
52028,102.4755187
52029,104.0839216
52030,97.94311302
52031,91.96780317
52032,104.8548
52033,98.87119521
52034,90.57745831
52035,95.57050721
52036,99.31276178
52037,100.2876409
52038,93.39293223
52039,95.45427538
52040,108.8111683
52041,91.38417797
52042,96.50643443
52043,98.8051341
52044,96.25243092
52045,100.1945493
52046,94.42603649
52047,100.9930955
52048,101.678951
52049,88.73459092
52050,103.2147432
52051,93.88138822
52052,102.7373231
52053,95.40735692
52054,101.6920169
52055,98.2066514
52056,93.44467346
52057,92.21110329
52058,104.0587681
52059,101.7765533
52060,89.66251105
52061,94.18474617
52062,89.00440551
52063,90.14977985
52064,106.6488885
52065,91.27885545
52066,107.5191755
52067,103.9586481
52068,88.41549458
52069,88.39373204
52070,92.26196217
52071,93.12425138
52072,101.9259257
52073,89.24967365
52074,89.83642792
52075,94.45465785
52076,92.52345568
52077,86.44839655
52078,94.11369302
52079,92.6366087
52080,89.51802256
52081,90.6393713
52082,91.99457348
52083,103.6851814
52084,93.72848332
52085,97.22672453
52086,96.86761421
52087,104.5471329
52088,102.2937106
52089,102.3285033
52090,92.43286446
52091,101.0037015
52092,102.0647895
52093,93.95393868
52094,94.48292705
52095,98.30777108
52096,91.71795179
52097,94.64059516
52098,98.73385603
52099,93.74725722
52100,88.41249689
52101,93.75975592
52102,96.20843721
52103,93.70838418
52104,97.27503423
52105,91.07403146
52106,97.07504896
52107,96.53404917
52108,100.8630139
52109,112.5619193
52110,88.6428204
52111,102.2215737
52112,87.36117717
52113,94.16174485
52114,104.6644755
52115,95.78465764
52116,97.21949023
52117,88.39777564
52118,93.94697891
52119,95.39134522
52120,108.6600279
52121,102.0392747
52122,104.1029216
52123,94.44169908
52124,92.90497741
52125,91.08856496
52126,96.11627791
52127,104.4390385
52128,92.74062635
52129,98.35268282
52130,95.71130806
52131,103.778332
52132,93.65978501
52133,95.9893361
52134,108.3332755
52135,91.50676682
52136,94.76718461
52137,97.76909008
52138,101.1245676
52139,93.6225753
52140,98.24796834
52141,93.28132948
52142,87.09215884
52143,97.58687442
52144,92.25070286
52145,106.1548268
52146,92.64936165
52147,92.77200729
52148,98.60742387
52149,105.3517234
52150,102.2646918
52151,93.4758963
52152,90.55608541
52153,90.12780386
52154,95.51587164
52155,105.9039728
52156,91.16468012
52157,100.6066244
52158,94.05454102
52159,93.28265933
52160,91.91497467
52161,109.9612062
52162,89.0346424
52163,92.82893781
52164,89.41751363
52165,94.04919649
52166,96.56622563
52167,93.57797984
52168,91.81931335
52169,95.1400479
52170,87.73924866
52171,102.1414476
52172,96.32761851
52173,98.65049828
52174,97.22676559
52175,92.1219051
52176,92.6838601
52177,88.38526802
52178,91.38151953
52179,100.5957004
52180,94.03963223
52181,101.7379176
52182,102.8799173
52183,93.03124249
52184,94.59205537
52185,90.76999301
52186,95.94438647
52187,98.99156928
52188,94.40063791
52189,99.32415175
52190,106.0356213
52191,93.72376612
52192,96.85524899
52193,89.00713971
52194,95.88510844
52195,93.85473757
52196,96.71682624
52197,95.9844169
52198,102.0638851
52199,90.43399863
52200,95.69286898
52201,89.5053358
52202,98.5339866
52203,100.1691213
52204,90.83169258
52205,114.5709129
52206,102.8853112
52207,111.1502745
52208,101.1366276
52209,99.93946635
52210,96.50779409
52211,91.79203711
52212,104.2456533
52213,105.7263038
52214,96.60134201
52215,95.86573628
52216,87.74908577
52217,98.88845546
52218,93.88067598
52219,93.62565478
52220,89.11867784
52221,95.38738139
52222,92.22375937
52223,98.11243841
52224,88.56790131
52225,93.97373542
52226,99.82557341
52227,94.51135421
52228,89.81214155
52229,87.01687596
52230,88.14934525
52231,92.19503876
52232,88.56509669
52233,95.25208927
52234,93.00998025
52235,95.09695169
52236,108.2460524
52237,104.2641335
52238,93.00727835
52239,92.0563093
52240,87.78919668
52241,98.8497152
52242,91.44625584
52243,91.58874964
52244,95.84390535
52245,102.4325663
52246,98.12648095
52247,105.2825099
52248,91.29207027
52249,86.0152573
52250,99.28597917
52251,95.43849305
52252,99.63336676
52253,87.21370094
52254,92.78276383
52255,91.75130221
52256,91.68514022
52257,101.11993
52258,96.68974363
52259,97.67786289
52260,104.465191
52261,94.25639508
52262,86.25081589
52263,91.10965076
52264,96.846685
52265,96.80884743
52266,90.57763257
52267,92.13481344
52268,98.50292157
52269,102.2063746
52270,93.62586972
52271,94.211152
52272,106.0517241
52273,98.95087391
52274,90.08240148
52275,104.1539436
52276,96.98367108
52277,94.55228149
52278,94.02830114
52279,107.9367697
52280,87.56027665
52281,88.86069089
52282,89.88830158
52283,109.2905282
52284,93.51267112
52285,98.82918272
52286,92.92950543
52287,87.69740329
52288,110.1754254
52289,101.4056164
52290,90.33412192
52291,91.72761477
52292,105.4332079
52293,107.8897746
52294,104.2884479
52295,90.89978498
52296,97.84308838
52297,88.4634297
52298,98.83548485
52299,95.75079539
52300,104.7710965
52301,96.05933157
52302,100.8945265
52303,97.77200986
52304,100.006329
52305,104.945965
52306,95.11379568
52307,98.29668775
52308,93.41640726
52309,95.19116014
52310,100.0758603
52311,103.5218856
52312,98.70238559
52313,112.1230889
52314,96.17924763
52315,88.61650563
52316,90.86200641
52317,98.33887417
52318,98.87897944
52319,98.93355957
52320,97.03380436
52321,97.6702405
52322,90.0712679
52323,91.05684701
52324,91.62094017
52325,90.02474415
52326,89.0336808
52327,92.38634105
52328,94.33113561
52329,96.63636766
52330,105.9792234
52331,93.27724041
52332,97.12136416
52333,95.1740619
52334,103.8936597
52335,101.9079598
52336,93.62422147
52337,88.34867652
52338,93.82187835
52339,90.37244908
52340,97.16742646
52341,111.4854111
52342,102.2793341
52343,96.88866983
52344,100.8239158
52345,102.2585625
52346,99.94650832
52347,92.24334157
52348,104.8765407
52349,98.20125859
52350,93.77997648
52351,94.36351755
52352,100.2652518
52353,87.20712133
52354,92.39247634
52355,96.96658066
52356,93.43664326
52357,102.7654946
52358,99.68658008
52359,93.65901237
52360,103.2923584
52361,92.54334979
52362,105.2712522
52363,86.93230718
52364,102.2110692
52365,99.68302488
52366,98.97533706
52367,97.07181811
52368,101.617029
52369,97.34440851
52370,111.1185344
52371,89.15675902
52372,95.43066751
52373,93.9845681
52374,99.14624188
52375,88.53208721
52376,91.2437477
52377,96.54278043
52378,92.0236641
52379,97.10615938
52380,88.00258115
52381,94.81260397
52382,98.83232727
52383,99.77601977
52384,89.96600629
52385,87.12892263
52386,109.1464675
52387,91.51716952
52388,112.0226344
52389,95.14072337
52390,96.83888216
52391,93.88075159
52392,93.3679306
52393,107.4216295
52394,98.06300829
52395,96.56148605
52396,91.47455093
52397,92.83920481
52398,91.07828857
52399,91.75422673
52400,87.16698757
52401,108.6199246
52402,98.16259577
52403,92.08510138
52404,94.67272929
52405,102.082833
52406,98.47576131
52407,101.1494378
52408,90.58088607
52409,103.4280714
52410,93.44192826
52411,95.6207001
52412,92.55436044
52413,103.6981337
52414,96.67142735
52415,104.8084951
52416,101.8690295
52417,89.77836884
52418,105.9249834
52419,97.80074475
52420,102.8745111
52421,103.8266893
52422,102.4475926
52423,96.13995269
52424,97.62159489
52425,92.52075978
52426,87.54040365
52427,106.3248409
52428,97.8926425
52429,92.72167013
52430,92.3954269
52431,97.80397164
52432,92.89929132
52433,91.30751764
52434,96.91930625
52435,93.54396403
52436,98.73355191
52437,92.63353426
52438,94.47512903
52439,88.8144313
52440,96.7260197
52441,87.17525031
52442,97.4600456
52443,94.40536932
52444,92.94342698
52445,98.53791887
52446,94.02009721
52447,87.96304248
52448,96.0560072
52449,99.27042409
52450,91.161254
52451,95.36053303
52452,102.2509937
52453,98.54962889
52454,93.38650124
52455,97.83841827
52456,103.9535271
52457,92.95184951
52458,92.45185674
52459,93.68876963
52460,93.98524056
52461,94.36966687
52462,97.41617805
52463,91.78633971
52464,90.90603781
52465,90.89867848
52466,94.17309119
52467,95.91997035
52468,89.11209052
52469,94.41846913
52470,102.3017994
52471,89.04301874
52472,91.13079445
52473,90.9398295
52474,96.71195181
52475,97.67681239
52476,90.71560706
52477,88.93441137
52478,92.9965979
52479,96.49757757
52480,93.37876343
52481,94.50579677
52482,103.7450682
52483,98.09019245
52484,92.09701434
52485,88.21170702
52486,88.95128268
52487,102.3862101
52488,92.08194918
52489,89.77427374
52490,94.16408472
52491,93.25805692
52492,94.98100948
52493,94.20893813
52494,96.45356201
52495,92.73206936
52496,92.9263005
52497,99.50128049
52498,92.36765085
52499,97.13593649
52500,98.01770472
52501,93.06567651
52502,88.50445164
52503,86.99478229
52504,86.12810488
52505,96.52924687
52506,91.47069794
52507,86.54538683
52508,93.36353111
52509,91.67876492
52510,94.50028261
52511,97.46721966
52512,99.73640473
52513,92.62618709
52514,97.96318369
52515,99.74117094
52516,97.74263888
52517,104.9626828
52518,88.60437685
52519,87.69212125
52520,89.17476554
52521,102.4491367
52522,90.20445753
52523,90.80676934
52524,96.27318086
52525,105.9154923
52526,96.52063063
52527,99.65786818
52528,101.7358247
52529,97.33362475
52530,97.94028945
52531,88.32785525
52532,92.74221338
52533,98.06438986
52534,91.47328941
52535,99.94812228
52536,92.73819521
52537,94.69409328
52538,90.56544052
52539,94.82853046
52540,112.247194
52541,88.20153783
52542,93.23545774
52543,92.76472158
52544,104.1741335
52545,95.43775964
52546,93.68085522
52547,90.10667826
52548,89.96802921
52549,98.42697771
52550,94.21556841
52551,97.73861295
52552,97.50298135
52553,108.8148793
52554,94.55178702
52555,102.1074571
52556,93.33456782
52557,101.0965709
52558,97.41562942
52559,99.53912028
52560,94.37351858
52561,98.84408939
52562,90.08055141
52563,99.47075591
52564,99.05663767
52565,108.4955668
52566,97.30075573
52567,93.4566466
52568,103.586115
52569,92.85992356
52570,93.34327166
52571,87.28453223
52572,98.91582742
52573,102.9414703
52574,109.3703902
52575,92.09645945
52576,97.58765006
52577,98.84818065
52578,89.37574452
52579,99.74427694
52580,93.94913277
52581,99.56977928
52582,90.44412941
52583,93.71984412
52584,95.4738152
52585,96.4617384
52586,95.06007459
52587,97.41560185
52588,88.03358334
52589,98.63180387
52590,90.30637216
52591,97.95255456
52592,94.20193858
52593,102.4816912
52594,102.8017109
52595,90.98592452
52596,94.50074167
52597,91.98152758
52598,97.511247
52599,92.33301984
52600,105.5022432
52601,114.7488169
52602,91.0381548
52603,113.5555158
52604,100.0724539
52605,95.23953969
52606,107.5855165
52607,101.0080502
52608,107.6928118
52609,96.06468458
52610,93.53334754
52611,95.86470836
52612,98.70623086
52613,95.30200935
52614,100.4101192
52615,104.0404417
52616,93.20107594
52617,107.3585243
52618,94.22138457
52619,97.49547104
52620,92.81620856
52621,101.4905305
52622,86.91642701
52623,96.34312786
52624,95.43584427
52625,96.04035832
52626,100.9268407
52627,97.03410675
52628,98.74805444
52629,89.36133372
52630,108.8392251
52631,101.2561619
52632,90.72836699
52633,92.98767917
52634,94.27130534
52635,111.4396124
52636,90.01944803
52637,102.8101337
52638,99.6315031
52639,91.97766054
52640,92.19405105
52641,102.8583019
52642,99.10526188
52643,103.9784716
52644,102.9539873
52645,97.14066664
52646,108.6179768
52647,97.89309505
52648,101.4542814
52649,91.87682655
52650,97.786222
52651,93.58107534
52652,92.82938311
52653,87.73346255
52654,108.1520985
52655,97.3775347
52656,92.59755902
52657,95.98451986
52658,93.56653151
52659,92.55270163
52660,96.93695528
52661,98.50814583
52662,110.1754401
52663,100.4507247
52664,100.0780278
52665,98.0702722
52666,92.94250306
52667,101.0082055
52668,98.78394304
52669,100.9576017
52670,95.72128856
52671,104.7514215
52672,98.4645312
52673,99.65681204
52674,95.50364292
52675,89.51201879
52676,95.41359823
52677,106.4536258
52678,93.41514458
52679,109.0694314
52680,91.68690264
52681,114.7588713
52682,86.49833676
52683,101.9022378
52684,99.18547353
52685,93.38647395
52686,89.83886069
52687,101.3120324
52688,97.75786421
52689,96.79713945
52690,102.8019846
52691,97.67193307
52692,97.57655378
52693,91.31899508
52694,101.5676692
52695,92.34338836
52696,95.41377186
52697,91.72333293
52698,92.99671247
52699,87.06688849
52700,95.82171711
52701,95.85824169
52702,96.78037746
52703,92.91707226
52704,93.52364295
52705,95.83885616
52706,100.6840119
52707,93.29887228
52708,98.44602429
52709,90.559761
52710,93.89306566
52711,104.7439221
52712,102.482509
52713,98.19664068
52714,95.2963112
52715,94.3417414
52716,91.62315011
52717,91.61338352
52718,93.6806604
52719,105.1073422
52720,92.39578483
52721,95.34700632
52722,113.2434938
52723,98.81646325
52724,107.5933808
52725,105.8446324
52726,92.00498743
52727,92.51828612
52728,91.13363105
52729,97.51671727
52730,88.51942696
52731,101.8602849
52732,90.07884081
52733,104.9277377
52734,88.27665277
52735,93.84156963
52736,100.6930862
52737,93.39880621
52738,101.8000461
52739,101.4793963
52740,95.13476336
52741,88.49298191
52742,93.89005044
52743,113.5366712
52744,99.28692697
52745,93.74219246
52746,98.01103304
52747,96.64218739
52748,89.56495779
52749,98.36504678
52750,93.09187032
52751,95.63449968
52752,107.8542219
52753,87.57813631
52754,96.65522992
52755,96.38631959
52756,105.5219785
52757,97.85808044
52758,86.82948467
52759,93.90573594
52760,93.5768343
52761,98.17969043
52762,93.26542693
52763,97.40675019
52764,104.9577036
52765,100.5382532
52766,96.72800003
52767,88.16166888
52768,96.13714542
52769,98.7061813
52770,91.45416461
52771,96.08087465
52772,97.58374547
52773,116.7997674
52774,88.83412862
52775,88.73553204
52776,106.3882707
52777,95.95871236
52778,99.69839939
52779,98.61438724
52780,98.76602251
52781,93.39578972
52782,102.4855554
52783,102.7237527
52784,94.7708531
52785,89.96824877
52786,88.20179847
52787,89.1103264
52788,91.73332151
52789,94.76875759
52790,90.55571581
52791,96.53722234
52792,90.30824897
52793,99.76525794
52794,98.80980679
52795,96.97115133
52796,110.159286
52797,96.90827316
52798,87.91563251
52799,102.2615629
52800,90.46454207
52801,92.61541609
52802,108.3967577
52803,94.73139024
52804,99.46198081
52805,96.31193677
52806,105.0155543
52807,98.20513258
52808,96.11720048
52809,103.7939333
52810,94.42812216
52811,98.80995448
52812,110.1006622
52813,94.86931517
52814,93.28692918
52815,92.59403518
52816,98.98027473
52817,103.0146461
52818,105.7007531
52819,104.0192802
52820,99.54139572
52821,105.392616
52822,97.08449617
52823,92.43032413
52824,97.87466244
52825,90.89990994
52826,99.88748814
52827,93.43561681
52828,95.12723896
52829,93.22895111
52830,90.66613442
52831,92.42411272
52832,100.6015212
52833,103.8185249
52834,98.16410927
52835,89.63362699
52836,95.04153001
52837,97.02955796
52838,99.35691013
52839,114.406154
52840,94.08157381
52841,100.6239364
52842,93.35492277
52843,88.7164821
52844,102.7949753
52845,104.3272617
52846,95.29063959
52847,93.3517111
52848,87.65280819
52849,96.296652
52850,104.039924
52851,92.44945787
52852,97.02708233
52853,96.34910786
52854,102.5365802
52855,94.82716252
52856,100.3806797
52857,88.52715451
52858,107.6511117
52859,93.00262787
52860,106.3483925
52861,92.20598732
52862,98.2427032
52863,95.19616
52864,86.68870317
52865,92.43474819
52866,98.04939115
52867,95.74497052
52868,104.6180515
52869,91.64235115
52870,87.51136275
52871,109.9884282
52872,88.07468925
52873,105.2239044
52874,99.32425714
52875,87.61112563
52876,110.6201309
52877,89.44647587
52878,94.98002791
52879,98.12733313
52880,91.49155331
52881,95.99750048
52882,95.88420397
52883,96.48917143
52884,102.0937018
52885,89.57228641
52886,86.97799229
52887,95.37863366
52888,106.3073195
52889,104.3291143
52890,95.70972908
52891,95.31870905
52892,95.22933648
52893,94.03984659
52894,90.18848707
52895,86.94583653
52896,95.44163466
52897,90.1833851
52898,100.7246837
52899,92.71721571
52900,95.33491301
52901,100.1482008
52902,97.59273675
52903,104.5071834
52904,93.28217928
52905,88.48787976
52906,99.55706711
52907,103.030426
52908,94.59318006
52909,111.8678852
52910,92.48359878
52911,96.4041423
52912,98.31371622
52913,98.9859103
52914,87.15316719
52915,92.12102812
52916,92.78207205
52917,95.71932042
52918,96.19355525
52919,94.06369775
52920,101.9499798
52921,89.07983203
52922,103.0165417
52923,99.99760695
52924,89.93257743
52925,95.5070299
52926,91.50103423
52927,113.7880752
52928,95.28023265
52929,89.77773558
52930,95.52504007
52931,88.85766444
52932,98.41100795
52933,94.00154472
52934,92.73436807
52935,103.8233691
52936,100.175979
52937,96.80505259
52938,93.81574446
52939,96.25037338
52940,95.59507045
52941,101.8792599
52942,94.25612112
52943,95.8936185
52944,87.82549984
52945,88.43656508
52946,95.63611576
52947,89.94564108
52948,97.97798886
52949,94.571456
52950,93.75965523
52951,95.84583003
52952,88.85731405
52953,95.65499445
52954,101.8506292
52955,88.25901641
52956,90.70136102
52957,94.80700495
52958,97.94503886
52959,95.04701346
52960,86.43715159
52961,100.9763989
52962,95.17813184
52963,87.44261381
52964,95.30902821
52965,106.9150441
52966,94.26279987
52967,93.23267317
52968,91.93063979
52969,94.17654334
52970,99.08554061
52971,91.15273147
52972,100.4298098
52973,106.1961181
52974,90.38933036
52975,92.81553434
52976,97.52521615
52977,104.4202944
52978,90.52063357
52979,92.99784559
52980,105.2951423
52981,91.05724714
52982,93.25561977
52983,94.98002955
52984,92.77797691
52985,105.7106211
52986,94.89655866
52987,104.2849721
52988,93.59036219
52989,98.61783644
52990,89.89413822
52991,89.09454655
52992,94.76727395
52993,103.195471
52994,103.3387885
52995,102.1185363
52996,99.96879191
52997,95.57101697
52998,105.4713324
52999,98.56815399
53000,91.15169876
53001,110.3374053
53002,102.4306029
53003,105.3616201
53004,94.4695325
53005,97.19682073
53006,112.293558
53007,88.657243
53008,95.6916783
53009,94.24396702
53010,95.82949189
53011,97.38456857
53012,91.46423903
53013,88.23919146
53014,95.06578414
53015,93.33092579
53016,100.6007335
53017,93.09569157
53018,91.53770955
53019,98.3459727
53020,96.91792073
53021,93.10882148
53022,100.4318892
53023,92.68418505
53024,88.88707719
53025,106.5545549
53026,92.18215668
53027,93.39419146
53028,98.20409941
53029,98.30177935
53030,95.68871733
53031,115.745857
53032,95.34843969
53033,96.28384135
53034,103.1040911
53035,92.80856317
53036,91.69396738
53037,96.54976016
53038,93.02191402
53039,97.94572237
53040,95.95106739
53041,109.7486755
53042,104.9993715
53043,95.49773859
53044,95.57794049
53045,100.881984
53046,94.21278368
53047,93.90394997
53048,94.9199334
53049,94.75287515
53050,97.95115448
53051,90.85537703
53052,101.2885678
53053,92.326504
53054,94.29807778
53055,95.22760708
53056,87.05494084
53057,94.34893653
53058,94.49842542
53059,93.16290371
53060,102.832149
53061,98.36142628
53062,95.9332511
53063,99.15081817
53064,99.74225192
53065,94.11893607
53066,89.98396522
53067,100.2343379
53068,90.2203837
53069,92.93259697
53070,94.04225465
53071,106.0402606
53072,90.4705835
53073,90.71612325
53074,93.67582676
53075,95.54956831
53076,93.62939071
53077,92.33526798
53078,95.48784759
53079,96.22452046
53080,101.8209598
53081,93.74170029
53082,96.63996385
53083,97.4845455
53084,89.51286599
53085,110.0456092
53086,88.61985052
53087,96.98474658
53088,96.46761378
53089,101.8649715
53090,95.2736853
53091,94.43497841
53092,95.87250468
53093,97.19174183
53094,98.66199709
53095,96.0964689
53096,93.02751082
53097,97.90798657
53098,99.34838415
53099,96.5011374
53100,96.76124823
53101,102.0615779
53102,95.54407311
53103,110.9680404
53104,96.26092069
53105,99.41803521
53106,98.90979484
53107,97.04208181
53108,97.50682205
53109,93.76070679
53110,99.74531395
53111,111.0399213
53112,88.96898824
53113,93.88785738
53114,94.26236614
53115,104.9714707
53116,102.9774153
53117,104.9817252
